timestamp,raw_gaze_position_x,raw_gaze_position_y,calibrated_gaze_position_x,calibrated_gaze_position_y,filtered_gaze_position_x,filtered_gaze_position_y,left_eye_openness,right_eye_openness,tracking_status,status,event,trigger
1756550757876585800,-1.5970922708511353,-7.82094144821167,711.3393402099609,528.2000398635864,711.3393402099609,467.5450801849365,103.0,48.0,1,1,0,0
1756550757909014800,-1.6819746494293213,-6.970950126647949,703.3913612365723,499.0198481082916,703.3913612365723,493.73247385025024,98.5,47.0,1,1,0,0
1756550757939872300,-1.666538119316101,-1.9485900402069092,446.05138778686523,86.930311024189,703.3913612365723,401.45758509635925,97.0,50.5,1,1,0,0
1756550757992358600,-1.1724737882614136,-1.8153483867645264,299.7872829437256,81.73309117555618,703.3913612365723,467.5450801849365,91.0,49.5,1,1,0,0
1756550758022533500,-1.1649367809295654,-1.5440142154693604,349.98361587524414,89.91066098213196,703.3913612365723,401.45758509635925,99.5,64.5,1,1,0,0
1756550758067444700,-0.8595324754714966,-1.945650577545166,215.04934787750244,78.16659271717072,446.05138778686523,89.91066098213196,98.0,62.0,1,1,0,0
1756550758093827400,-1.051477074623108,-1.9240000247955322,284.19093132019043,79.19538617134094,349.98361587524414,89.91066098213196,98.5,63.5,1,1,0,0
1756550758117856900,-0.9043238759040833,-1.7804388999938965,239.29789066314697,82.75663018226624,349.98361587524414,89.91066098213196,94.0,54.0,1,1,0,0
1756550758148651400,-0.3567899465560913,-2.1281213760375977,170.43768882751465,73.65178316831589,284.19093132019043,82.75663018226624,94.0,52.0,1,1,0,0
1756550758177335000,-0.613582968711853,-1.8795514106750488,216.17350101470947,88.41068118810654,284.19093132019043,88.41068118810654,100.0,54.5,1,1,0,0
1756550758227470700,-0.29534363746643066,-2.459444761276245,130.46868324279785,70.59453159570694,239.29789066314697,82.75663018226624,106.5,51.0,1,1,0,0
1756550758252704300,-0.3812166452407837,-2.1776492595672607,156.38065338134766,71.12452268600464,216.17350101470947,82.75663018226624,102.0,55.5,1,1,0,0
1756550758275862700,-0.8161993026733398,-1.7415616512298584,271.9577121734619,90.25385767221451,271.9577121734619,88.41068118810654,105.5,55.0,1,1,0,0
1756550758309036000,-0.6039652228355408,-1.9917223453521729,206.7585325241089,75.76572060585022,216.17350101470947,82.75663018226624,110.5,55.5,1,1,0,0
1756550758338902200,-0.5251033902168274,-1.9712145328521729,239.95526790618896,79.10673648118973,216.17350101470947,82.75663018226624,106.5,60.0,1,1,0,0
1756550758389462100,-0.3153713345527649,-2.215587854385376,201.02099418640137,75.7088229060173,216.17350101470947,82.75663018226624,107.0,58.0,1,1,0,0
1756550758419918700,-0.37988007068634033,-2.3004562854766846,251.31422996520996,88.97012293338776,216.17350101470947,82.75663018226624,108.0,53.0,1,1,0,0
1756550758468059200,-0.168833926320076,-2.4274349212646484,199.74853992462158,75.28070211410522,216.17350101470947,82.75663018226624,104.0,63.0,1,1,0,0
1756550758489973400,-0.2111883908510208,-2.2365269660949707,206.79831504821777,75.85098266601562,216.17350101470947,82.75663018226624,105.0,64.5,1,1,0,0
1756550758517956400,-0.5874049067497253,-1.9196324348449707,275.52515029907227,86.04264736175537,216.17350101470947,82.75663018226624,109.0,47.0,1,1,0,0
1756550758540750600,-0.19540192186832428,-2.6019623279571533,175.17698764801025,78.21618407964706,216.17350101470947,82.75663018226624,109.5,54.0,1,1,0,0
1756550758581559200,-0.23180682957172394,-2.5830416679382324,139.90914344787598,66.87799975275993,216.17350101470947,82.75663018226624,105.5,60.0,1,1,0,0
1756550758625897300,-0.20843900740146637,-2.359240770339966,174.65879917144775,72.94100850820541,216.17350101470947,82.75663018226624,106.0,58.5,1,1,0,0
1756550758653831800,-0.20843900740146637,-2.359240770339966,174.65879917144775,72.94100850820541,175.17698764801025,78.21618407964706,106.5,55.5,1,1,0,0
1756550758681176400,-0.3667430877685547,-2.046006917953491,250.41020393371582,82.0164692401886,216.17350101470947,82.0164692401886,107.0,52.5,1,1,0,0
1756550758708816300,-0.14961625635623932,-2.6686148643493652,128.38630199432373,71.84547632932663,175.17698764801025,78.21618407964706,99.5,48.5,1,1,0,0
1756550758742111200,-1.6652077436447144,-3.287912368774414,795.1670837402344,168.9944565296173,175.17698764801025,78.21618407964706,99.5,48.5,1,1,0,0
1756550758787539300,-1.430621862411499,-2.8493471145629883,803.4699440002441,148.05315792560577,216.17350101470947,82.0164692401886,109.5,47.5,1,1,0,0
1756550758818638400,-1.6593774557113647,-3.524681806564331,502.9408836364746,202.3341590166092,216.17350101470947,82.0164692401886,99.5,45.5,1,1,0,0
1756550758868752600,-1.893191933631897,-4.05043363571167,519.1237449645996,255.77982366085052,502.9408836364746,148.05315792560577,102.5,54.5,1,1,0,0
1756550758895665300,-1.8741328716278076,-3.893561840057373,539.5335960388184,240.20594716072083,502.9408836364746,148.05315792560577,100.0,50.0,1,1,0,0
1756550758922816800,-1.8706246614456177,-3.6287407875061035,634.8581314086914,213.7499088048935,502.9408836364746,202.3341590166092,107.5,49.5,1,1,0,0
1756550758948208000,-1.6973416805267334,-2.6860969066619873,610.6719589233398,132.72873491048813,519.1237449645996,148.05315792560577,112.0,47.5,1,1,0,0
1756550758979736300,-2.0602986812591553,-3.531698226928711,628.6626434326172,208.0215471982956,539.5335960388184,202.3341590166092,102.5,49.0,1,1,0,0
1756550759035978600,-0.7097014784812927,-4.278746128082275,841.0885620117188,299.023894071579,610.6719589233398,202.3341590166092,79.5,41.5,1,1,0,0
1756550759062015600,2.785214900970459,-9.14615535736084,986.2764358520508,557.2237730026245,610.6719589233398,202.3341590166092,52.0,21.5,1,1,0,0
1756550759083539800,2.7695136070251465,-9.460144996643066,990.3210067749023,589.8159599304199,628.6626434326172,208.0215471982956,58.5,19.5,1,1,0,0
1756550759111579300,3.191570520401001,-8.593953132629395,1195.9780883789062,482.58612513542175,841.0885620117188,299.023894071579,75.0,31.5,1,1,0,0
1756550759140101600,3.532160520553589,-9.333688735961914,1273.0325317382812,528.657957315445,986.2764358520508,482.58612513542175,90.5,37.5,1,1,0,0
1756550759186494900,3.938615322113037,-9.27161693572998,1157.2013854980469,521.6415238380432,990.3210067749023,482.58612513542175,95.0,37.5,1,1,0,0
1756550759222032400,4.028914451599121,-8.413444519042969,1318.1683731079102,477.6314949989319,1157.2013854980469,477.6314949989319,93.0,47.0,1,1,0,0
1756550759268585900,3.873645067214966,-9.057539939880371,1159.7575378417969,509.45390939712524,1157.2013854980469,482.58612513542175,95.5,42.0,1,1,0,0
1756550759292609400,3.75592041015625,-8.987032890319824,1170.4221725463867,506.59420251846313,1157.2013854980469,482.58612513542175,98.0,35.5,1,1,0,0
1756550759319145600,3.774139165878296,-7.788780212402344,1165.9333419799805,444.97190952301025,1159.7575378417969,477.6314949989319,89.0,40.5,1,1,0,0
1756550759349672000,3.256904125213623,-8.449929237365723,1035.527458190918,490.7669699192047,1157.2013854980469,482.58612513542175,96.5,38.5,1,1,0,0
1756550759378758800,2.273578643798828,-9.166459083557129,952.2098922729492,536.5909016132355,1157.2013854980469,482.58612513542175,99.5,37.0,1,1,0,0
1756550759426089100,2.086843252182007,-9.968689918518066,931.2389945983887,593.2675766944885,1157.2013854980469,482.58612513542175,102.0,39.5,1,1,0,0
1756550759450110200,2.0324583053588867,-9.706097602844238,934.7110176086426,574.6724009513855,1035.527458190918,490.7669699192047,101.0,39.5,1,1,0,0
1756550759471134200,2.1635758876800537,-8.588377952575684,969.3046188354492,516.1566531658173,969.3046188354492,516.1566531658173,96.5,48.0,1,1,0,0
1756550759507916600,2.048433303833008,-8.103281021118164,986.0663223266602,495.8086323738098,986.0663223266602,495.8086323738098,93.0,47.5,1,1,0,0
1756550759539463500,2.790134906768799,-9.108253479003906,982.6156997680664,525.0008940696716,982.6156997680664,516.1566531658173,103.5,38.5,1,1,0,0
1756550759591004500,2.942894458770752,-9.28410816192627,990.0416564941406,527.1545898914337,982.6156997680664,516.1566531658173,105.0,37.0,1,1,0,0
1756550759620543300,3.3094351291656494,-9.210771560668945,1013.5443878173828,524.0628182888031,986.0663223266602,516.1566531658173,110.5,39.0,1,1,0,0
1756550759666750600,3.091463804244995,-9.056970596313477,1001.4233779907227,522.7994978427887,986.0663223266602,522.7994978427887,103.0,46.5,1,1,0,0
1756550759689312200,3.378284215927124,-8.607062339782715,1058.1206130981445,501.12780690193176,990.0416564941406,516.1566531658173,102.5,49.0,1,1,0,0
1756550759713841700,2.816634178161621,-9.059675216674805,987.8564071655273,526.494380235672,987.8564071655273,522.7994978427887,94.5,43.0,1,1,0,0
1756550759747372400,3.4015815258026123,-8.670687675476074,1060.9300231933594,501.3820481300354,990.0416564941406,522.7994978427887,93.5,41.0,1,1,0,0
1756550759777907900,3.140989065170288,-8.065461158752441,1076.3028717041016,478.4415650367737,990.0416564941406,516.1566531658173,93.0,38.5,1,1,0,0
1756550759829473400,3.001685380935669,-7.683536529541016,1088.657455444336,466.8749248981476,990.0416564941406,516.1566531658173,92.5,38.5,1,1,0,0
1756550759852462400,3.001685380935669,-7.683536529541016,1088.657455444336,466.8749248981476,1060.9300231933594,501.3820481300354,93.0,42.0,1,1,0,0
1756550759875564600,2.735091209411621,-7.929619789123535,1053.2322692871094,479.98159289360046,1053.2322692871094,479.98159289360046,94.5,42.0,1,1,0,0
1756550759906331000,2.7812068462371826,-7.284478664398193,1100.5563354492188,461.7333233356476,1060.9300231933594,479.98159289360046,94.5,42.5,1,1,0,0
1756550759940871700,2.4502527713775635,-7.019055366516113,1088.3951568603516,455.3137242794037,1060.9300231933594,479.98159289360046,94.5,40.0,1,1,0,0
1756550759988545200,2.5547683238983154,-6.86203145980835,1107.1625518798828,447.67512559890747,1060.9300231933594,479.98159289360046,94.5,41.5,1,1,0,0
1756550760018731100,2.6231496334075928,-6.585350513458252,1126.863670349121,429.51775074005127,1088.3951568603516,461.7333233356476,93.0,40.0,1,1,0,0
1756550760067491600,2.7372472286224365,-6.49978494644165,1142.9264831542969,421.46793723106384,1088.3951568603516,455.3137242794037,94.5,42.5,1,1,0,0
1756550760089515100,2.7372472286224365,-6.49978494644165,1142.9264831542969,421.46793723106384,1107.1625518798828,447.67512559890747,94.5,42.5,1,1,0,0
1756550760111494600,2.890704870223999,-6.809581279754639,1139.7074890136719,437.33147621154785,1126.863670349121,437.33147621154785,96.0,40.0,1,1,0,0
1756550760149542600,2.5705678462982178,-9.851265907287598,955.2472114562988,568.7693953514099,1088.3951568603516,455.3137242794037,96.0,42.5,1,1,0,0
1756550760177767600,2.7014260292053223,-9.533283233642578,969.1207122802734,546.8749737739563,1107.1625518798828,447.67512559890747,97.5,40.5,1,1,0,0
1756550760230311300,3.805114269256592,-9.18059253692627,1058.1642150878906,517.4669981002808,1088.3951568603516,455.3137242794037,100.0,35.5,1,1,0,0
1756550760252341400,2.832984209060669,-9.541937828063965,973.9865112304688,546.2706398963928,1058.1642150878906,517.4669981002808,100.0,41.5,1,1,0,0
1756550760275546700,3.7826802730560303,-9.170954704284668,1050.9357833862305,517.8851330280304,1058.1642150878906,517.4669981002808,100.0,36.5,1,1,0,0
1756550760305671300,3.084984540939331,-9.599404335021973,982.3360061645508,549.1344022750854,1058.1642150878906,517.4669981002808,100.0,37.0,1,1,0,0
1756550760341860000,3.844132661819458,-8.737351417541504,1150.3962707519531,495.23706436157227,1058.1642150878906,517.4669981002808,99.0,43.0,1,1,0,0
1756550760386401300,2.5773510932922363,-9.55058765411377,963.6325836181641,549.4099187850952,1058.1642150878906,517.4669981002808,96.5,43.0,1,1,0,0
1756550760417947000,3.8035476207733154,-8.861297607421875,1114.2752838134766,503.6542546749115,1058.1642150878906,517.4669981002808,99.0,36.0,1,1,0,0
1756550760469500400,2.2903072834014893,-9.46741008758545,954.4328498840332,547.5196051597595,1058.1642150878906,517.4669981002808,96.0,40.0,1,1,0,0
1756550760491363700,3.694601535797119,-8.516924858093262,1102.906379699707,492.0209240913391,1058.1642150878906,517.4669981002808,97.5,35.5,1,1,0,0
1756550760516891500,3.189375162124634,-9.287938117980957,1000.1483917236328,529.2604887485504,1058.1642150878906,517.4669981002808,96.5,37.0,1,1,0,0
1756550760550554800,3.5548393726348877,-8.398382186889648,1093.2852172851562,487.8723728656769,1058.1642150878906,517.4669981002808,94.0,36.0,1,1,0,0
1756550760579644300,2.186168909072876,-9.469022750854492,953.5240173339844,549.0081667900085,1058.1642150878906,517.4669981002808,96.0,40.0,1,1,0,0
1756550760626190000,3.4692509174346924,-8.479318618774414,1077.6810836791992,490.7409632205963,1058.1642150878906,517.4669981002808,99.0,36.0,1,1,0,0
1756550760649208600,2.026399850845337,-9.481172561645508,951.5948295593262,551.359133720398,1058.1642150878906,517.4669981002808,97.5,44.0,1,1,0,0
1756550760674743300,2.0807197093963623,-8.055312156677246,1005.161018371582,491.27126812934875,1058.1642150878906,517.4669981002808,99.0,39.0,1,1,0,0
1756550760706274200,2.4723446369171143,-7.978035926818848,1028.4199905395508,481.2690854072571,1058.1642150878906,517.4669981002808,98.0,45.0,1,1,0,0
1756550760738805300,2.3185532093048096,-7.89370059967041,1023.7567520141602,480.02401471138,1028.4199905395508,517.4669981002808,99.0,38.5,1,1,0,0
1756550760789086200,1.4746981859207153,-8.426960945129395,957.4192428588867,512.4211192131042,1028.4199905395508,512.4211192131042,95.0,42.5,1,1,0,0
1756550760817643000,1.7527796030044556,-7.569240093231201,1010.9428024291992,480.4345214366913,1028.4199905395508,512.4211192131042,99.0,39.5,1,1,0,0
1756550760868854600,1.830661416053772,-8.218249320983887,989.6278381347656,495.88884115219116,1023.7567520141602,512.4211192131042,97.0,37.5,1,1,0,0
1756550760890879600,1.830661416053772,-8.218249320983887,989.6278381347656,495.88884115219116,1010.9428024291992,512.4211192131042,96.0,43.5,1,1,0,0
1756550760912905400,2.7110016345977783,-7.2352375984191895,1090.6482696533203,455.4188132286072,1028.4199905395508,495.88884115219116,97.0,41.0,1,1,0,0
1756550760952455400,1.95144784450531,-7.00670862197876,1050.8255767822266,457.1630322933197,1023.7567520141602,495.88884115219116,100.0,37.5,1,1,0,0
1756550760981985600,0.26893454790115356,-8.173066139221191,899.4642448425293,517.1334493160248,1010.9428024291992,512.4211192131042,107.5,45.0,1,1,0,0
1756550761025536800,0.19480086863040924,-8.216803550720215,895.3205680847168,517.5734066963196,1023.7567520141602,495.88884115219116,99.5,40.0,1,1,0,0
1756550761050560000,0.26651349663734436,-8.422087669372559,898.7721061706543,520.826336145401,1010.9428024291992,512.4211192131042,99.5,40.0,1,1,0,0
1756550761077088200,0.40207377076148987,-8.51468563079834,908.0022239685059,521.7940878868103,908.0022239685059,517.1334493160248,107.5,44.5,1,1,0,0
1756550761105622500,0.6024959683418274,-8.227123260498047,923.0394744873047,514.6052956581116,923.0394744873047,514.6052956581116,107.5,40.5,1,1,0,0
1756550761143499700,0.46131694316864014,-8.26669979095459,912.8134918212891,516.8125820159912,912.8134918212891,516.8125820159912,100.0,44.5,1,1,0,0
1756550761187543300,0.47770917415618896,-8.395289421081543,912.2135925292969,519.053567647934,912.2135925292969,517.1334493160248,109.0,44.5,1,1,0,0
1756550761217628000,0.5602015852928162,-8.671923637390137,916.7434501647949,524.2272591590881,916.7434501647949,516.8125820159912,107.0,39.0,1,1,0,0
1756550761269044000,0.6261194348335266,-8.257791519165039,922.4245262145996,514.7203302383423,912.8134918212891,516.8125820159912,109.0,45.0,1,1,0,0
1756550761292325800,0.6261194348335266,-8.257791519165039,922.4245262145996,514.7203302383423,916.7434501647949,516.8125820159912,109.0,44.5,1,1,0,0
1756550761315857500,0.5496682524681091,-8.021744728088379,920.4424667358398,511.9777500629425,916.7434501647949,516.8125820159912,99.5,40.5,1,1,0,0
1756550761346135500,2.1005139350891113,-8.51291275024414,985.6782531738281,509.1100609302521,920.4424667358398,514.7203302383423,95.0,43.5,1,1,0,0
1756550761383672400,3.665174722671509,-9.942831993103027,1072.6554107666016,567.9367303848267,920.4424667358398,516.8125820159912,105.5,36.5,1,1,0,0
1756550761427951400,3.651660680770874,-10.192374229431152,1053.951301574707,587.9528117179871,920.4424667358398,516.8125820159912,97.5,37.5,1,1,0,0
1756550761452621000,3.6166703701019287,-10.425980567932129,1042.1141052246094,607.1044921875,985.6782531738281,516.8125820159912,96.0,37.0,1,1,0,0
1756550761479155400,3.7131760120391846,-10.0972318649292,1065.721321105957,579.2558240890503,1042.1141052246094,567.9367303848267,97.0,39.0,1,1,0,0
1756550761510697100,3.6039674282073975,-10.363905906677246,1008.4897613525391,598.1368803977966,1008.4897613525391,579.2558240890503,99.5,36.5,1,1,0,0
1756550761541225200,3.6865713596343994,-10.242652893066406,1052.8365325927734,589.8343062400818,1042.1141052246094,579.2558240890503,99.5,36.0,1,1,0,0
1756550761586511100,3.592952013015747,-10.336763381958008,1018.6508560180664,596.3186645507812,1042.1141052246094,579.2558240890503,97.5,39.5,1,1,0,0
1756550761621051300,3.6650049686431885,-9.668057441711426,1066.4292526245117,547.3824906349182,1042.1141052246094,579.2558240890503,103.5,34.5,1,1,0,0
1756550761665604400,3.6871023178100586,-9.566157341003418,1073.9295959472656,540.5188465118408,1042.1141052246094,579.2558240890503,105.5,38.5,1,1,0,0
1756550761687628400,3.702002763748169,-9.389792442321777,1079.7132110595703,530.0667929649353,1042.1141052246094,579.2558240890503,105.5,37.0,1,1,0,0
1756550761712653900,3.7337660789489746,-9.416924476623535,1077.736587524414,531.2646782398224,1066.4292526245117,547.3824906349182,105.5,37.0,1,1,0,0
1756550761746890300,3.7817914485931396,-9.310430526733398,1104.9262619018555,526.4034533500671,1073.9295959472656,540.5188465118408,100.0,35.5,1,1,0,0
1756550761783923300,3.3980889320373535,-9.5457124710083,1013.7935256958008,541.3697290420532,1042.1141052246094,541.3697290420532,103.5,37.5,1,1,0,0
1756550761829518600,3.642446994781494,-9.695661544799805,1056.024398803711,548.5099840164185,1066.4292526245117,547.3824906349182,100.0,38.5,1,1,0,0
1756550761851540600,3.594761371612549,-9.734457969665527,1047.3759841918945,551.5500640869141,1056.024398803711,541.3697290420532,101.5,43.5,1,1,0,0
1756550761881087400,3.67828106880188,-9.636675834655762,1079.8472213745117,544.5928859710693,1056.024398803711,544.5928859710693,100.0,43.5,1,1,0,0
1756550761906152700,3.2593910694122314,-9.789493560791016,994.1849899291992,559.1906261444092,1056.024398803711,547.3824906349182,101.5,44.5,1,1,0,0
1756550761941688100,3.7391726970672607,-9.471335411071777,1090.304946899414,534.8960566520691,1056.024398803711,541.3697290420532,104.0,38.5,1,1,0,0
1756550761987767600,3.44930362701416,-9.511110305786133,1016.3440704345703,539.2188656330109,1056.024398803711,544.5928859710693,107.5,41.5,1,1,0,0
1756550762018964500,3.7035744190216064,-9.238842010498047,1113.6135864257812,523.409754037857,1056.024398803711,541.3697290420532,107.0,43.5,1,1,0,0
1756550762069085600,3.368743658065796,-9.046283721923828,1037.1962356567383,510.802298784256,1056.024398803711,539.2188656330109,103.0,49.5,1,1,0,0
1756550762089106500,3.4979286193847656,-9.073348999023438,1047.0782089233398,513.595894575119,1056.024398803711,539.2188656330109,103.5,49.5,1,1,0,0
1756550762112128800,3.001988410949707,-8.961230278015137,1017.4052810668945,510.0383520126343,1056.024398803711,523.409754037857,103.0,50.0,1,1,0,0
1756550762151165000,3.1759033203125,-8.430649757385254,1066.2865447998047,491.3378942012787,1056.024398803711,513.595894575119,103.0,49.5,1,1,0,0
1756550762180215700,2.993130922317505,-8.303587913513184,1059.8379135131836,489.70281958580017,1056.024398803711,513.595894575119,99.5,50.0,1,1,0,0
1756550762231765100,2.6028220653533936,-8.428009986877441,1013.704948425293,493.0159056186676,1056.024398803711,510.0383520126343,103.0,49.5,1,1,0,0
1756550762252785100,2.864969253540039,-8.714509010314941,1019.8765182495117,502.7067804336548,1056.024398803711,502.7067804336548,103.0,49.5,1,1,0,0
1756550762276926100,2.679898262023926,-8.805527687072754,1006.4187240600586,505.60552954673767,1056.024398803711,505.60552954673767,105.5,49.5,1,1,0,0
1756550762306323100,2.6717681884765625,-8.462302207946777,1019.1123962402344,492.28214979171753,1019.8765182495117,502.7067804336548,103.0,50.0,1,1,0,0
1756550762342850500,2.3746984004974365,-9.116803169250488,983.0100631713867,519.2646789550781,1019.8765182495117,502.7067804336548,103.0,50.5,1,1,0,0
1756550762387327200,2.4524848461151123,-9.404702186584473,977.259407043457,528.9046025276184,1019.1123962402344,505.60552954673767,100.0,49.5,1,1,0,0
1756550762417859700,2.1825459003448486,-8.842909812927246,989.0301132202148,510.8826684951782,1019.1123962402344,505.60552954673767,101.5,49.5,1,1,0,0
1756550762469406800,2.2026028633117676,-8.436968803405762,1005.4345321655273,498.31602573394775,1005.4345321655273,502.7067804336548,103.5,50.5,1,1,0,0
1756550762491435500,2.2026028633117676,-8.436968803405762,1005.4345321655273,498.31602573394775,1005.4345321655273,505.60552954673767,101.5,44.5,1,1,0,0
1756550762514958500,1.9325374364852905,-8.75040054321289,987.0307159423828,507.50585317611694,1005.4345321655273,505.60552954673767,98.0,44.5,1,1,0,0
1756550762550424800,2.0962231159210205,-8.265138626098633,1008.8754272460938,492.7419340610504,1005.4345321655273,502.7067804336548,99.0,45.0,1,1,0,0
1756550762579498200,1.8747072219848633,-7.882676601409912,1013.7520980834961,488.9214599132538,1005.4345321655273,502.7067804336548,101.0,45.0,1,1,0,0
1756550762627046600,1.2847572565078735,-8.404406547546387,958.9881706237793,512.4220848083496,1005.4345321655273,505.60552954673767,96.5,44.0,1,1,0,0
1756550762650074100,1.2847572565078735,-8.404406547546387,958.9881706237793,512.4220848083496,1005.4345321655273,502.7067804336548,95.0,41.0,1,1,0,0
1756550762673601000,1.206496238708496,-8.4996337890625,952.0781707763672,515.8715128898621,1005.4345321655273,505.60552954673767,99.0,36.0,1,1,0,0
1756550762706155100,1.0049463510513306,-7.985899925231934,950.742130279541,507.35599279403687,958.9881706237793,507.35599279403687,100.5,36.0,1,1,0,0
1756550762738678100,1.0734471082687378,-7.645697116851807,965.8148574829102,500.93188762664795,965.8148574829102,502.7067804336548,102.0,41.5,1,1,0,0
1756550762789248800,1.1895524263381958,-7.236883640289307,975.7656097412109,485.02917766571045,975.7656097412109,505.60552954673767,99.0,36.0,1,1,0,0
1756550762817576900,1.4086647033691406,-7.6543869972229,982.1344757080078,499.9481391906738,965.8148574829102,502.7067804336548,105.5,36.0,1,1,0,0
1756550762867399500,1.69523024559021,-7.005523681640625,1031.5561294555664,469.7772789001465,975.7656097412109,500.93188762664795,96.5,36.0,1,1,0,0
1756550762890414800,1.69523024559021,-7.005523681640625,1031.5561294555664,469.7772789001465,975.7656097412109,499.9481391906738,96.5,36.0,1,1,0,0
1756550762913950500,0.4446260333061218,-7.767662048339844,920.3207588195801,508.4991931915283,965.8148574829102,502.7067804336548,100.0,40.5,1,1,0,0
1756550762949541300,0.3517836332321167,-7.658418655395508,915.5921173095703,507.5794315338135,975.7656097412109,500.93188762664795,107.5,40.5,1,1,0,0
1756550762980061800,0.2964318096637726,-4.092369556427002,958.3617210388184,205.33540606498718,965.8148574829102,499.9481391906738,94.5,45.0,1,1,0,0
1756550763026061400,-0.9901595711708069,-2.084533214569092,248.08367729187012,70.12861579656601,958.3617210388184,500.93188762664795,84.0,49.0,1,1,0,0
1756550763052089400,-0.9901595711708069,-2.084533214569092,248.08367729187012,70.12861579656601,958.3617210388184,499.9481391906738,81.0,48.5,1,1,0,0
1756550763076838800,-1.2087255716323853,-1.8002667427062988,288.7060260772705,78.68086069822311,958.3617210388184,205.33540606498718,85.0,52.5,1,1,0,0
1756550763106374000,-0.9458382725715637,-2.0909390449523926,214.48820114135742,69.73688185214996,288.7060260772705,78.68086069822311,86.5,52.5,1,1,0,0
1756550763137900500,-1.3365970849990845,-1.4928624629974365,333.2530689239502,95.48091441392899,333.2530689239502,95.48091441392899,87.0,51.0,1,1,0,0
1756550763187841400,-0.733170747756958,-1.8543825149536133,211.21298789978027,90.57983458042145,288.7060260772705,90.57983458042145,85.5,51.5,1,1,0,0
1756550763218325500,-0.5818858742713928,-1.9453065395355225,185.41321277618408,81.50338411331177,288.7060260772705,81.50338411331177,85.0,53.5,1,1,0,0
1756550763270738600,-0.5642045736312866,-1.937708854675293,190.29740810394287,86.53203517198563,288.7060260772705,90.57983458042145,87.5,53.5,1,1,0,0
1756550763291769000,-0.5642045736312866,-1.937708854675293,190.29740810394287,86.53203517198563,211.21298789978027,86.53203517198563,85.5,53.5,1,1,0,0
1756550763313789200,-0.7443609237670898,-1.7896604537963867,219.4054126739502,87.34335243701935,219.4054126739502,86.53203517198563,88.0,50.5,1,1,0,0
1756550763345769300,-0.7292158603668213,-1.7816689014434814,217.9648733139038,87.31403857469559,217.9648733139038,87.31403857469559,85.5,52.5,1,1,0,0
1756550763383809000,-0.7663611769676208,-1.7482564449310303,227.4060344696045,90.56184232234955,217.9648733139038,87.31403857469559,85.5,54.5,1,1,0,0
1756550763428924300,-0.8604793548583984,-1.7881674766540527,235.43249130249023,82.74103581905365,219.4054126739502,86.53203517198563,87.5,50.5,1,1,0,0
1756550763450852300,-0.8604793548583984,-1.7881674766540527,235.43249130249023,82.74103581905365,219.4054126739502,87.31403857469559,87.5,53.5,1,1,0,0
